marca,year,color,combustible,puertas,transmision,motor,carroceria,km,price_in_pesos
volkswagen,2018,blanco,diésel,4,manual,2.0,pick-up,70000,6500000
chevrolet,2015,blanco,nafta,5,automática,1.8,suv,81100,3350000
jeep,2018,rojo,nafta,5,automática,1.8,suv,31000,4500000
renault,2018,blanco,nafta,5,manual,1.0,hatchback,54643,2200000
renault,2013,rojo,nafta,5,manual,1.6,suv,130000,1850000
volkswagen,2017,negro,diésel,4,manual,2.0,pick-up,108000,5240000
jeep,2018,plateado,nafta,5,automática,1.8,suv,37700,4700000
ford,1985,dorado,nafta,4,manual,3.6,pick-up,62000,1700000
jeep,2018,gris,nafta,5,automática,1.8,suv,37600,4700000
audi,2019,blanco,nafta,4,automática,2.0,sedán,21000,8499999
mercedes-benz,2005,dorado,diésel,4,automática,2.2,sedán,340000,1658000
ford,2016,gris,nafta,5,manual,1.6,hatchback,62000,2600500
volkswagen,2017,gris,nafta,3,automática,2.0,hatchback,54000,6100000
chevrolet,2019,rojo,nafta,5,manual,1.8,suv,46000,3950000
volkswagen,2019,rojo,nafta,5,manual,1.6,suv,27000,4700000
volkswagen,2017,gris,nafta,3,automática,2.0,hatchback,54200,6100000
volkswagen,2011,negro,nafta,4,automática,3.2,sedán,167000,3000000
bmw,2019,gris,nafta,5,automática,2.0,suv,52000,21980000
peugeot,2018,gris,nafta,5,manual,1.6,suv,41000,3500000
peugeot,2017,blanco,nafta,5,manual,1.6,hatchback,69000,3200000
audi,2019,blanco,nafta,4,automática,2.0,sedán,21000,8499999
fiat,2019,gris,nafta,4,manual,1.8,sedán,18000,3139000
volkswagen,2019,azul,nafta,4,automática,1.4,sedán,64000,4980000
toyota,2018,gris,nafta,4,automática,1.8,sedán,57000,4290000
volkswagen,2021,gris,diésel,4,automática,2.0,pick-up,19000,8000000
renault,2021,gris,diésel,3,manual,1.5,furgón,23000,3811000
honda,2016,blanco,nafta,5,manual,1.8,suv,78000,3989900
renault,2021,rojo,nafta,5,manual,1.6,hatchback,1000,2896000
volkswagen,2019,rojo,nafta,5,manual,1.6,suv,27000,4690000
audi,2014,blanco,nafta,4,automática,1.8,sedán,104000,4020000
toyota,2020,rojo,nafta,4,automática,1.5,sedán,17000,4399000
renault,2020,gris,nafta,5,automática,1.6,suv,12900,5089900
peugeot,2011,blanco,diésel,3,manual,1.6,furgón,169000,1580000
fiat,2017,rojo,nafta,5,manual,1.0,hatchback,65000,1800000
volvo,2018,gris,nafta,5,manual,2.0,suv,52738,15580000
volkswagen,2021,negro,nafta,5,automática,1.4,suv,80000,9300000
chevrolet,2020,gris,diésel,4,manual,2.8,pick-up,18000,6300000
renault,2019,blanco,nafta,5,automática,1.6,suv,8260,4680000
peugeot,2017,plateado,nafta,4,automática,1.6,sedán,45512,3400000
ford,2018,blanco,nafta,4,manual,2.5,pick-up,72000,4900000
honda,2018,blanco,nafta,5,automática,1.8,suv,93000,4850000
audi,2018,blanco,nafta,5,automática,2.0,suv,64440,13340000
fiat,2021,negro,nafta,3,manual,1.4,hatchback,3500,5850000
peugeot,2016,rojo,nafta,5,manual,1.6,hatchback,60000,2630000
citroën,2014,blanco,nafta,5,manual,1.5,hatchback,84700,1750000
toyota,2020,gris,nafta,4,automática,1.5,sedán,10490,3914000
renault,2014,negro,nafta,5,manual,1.6,hatchback,103000,1803000
renault,2017,marrón,nafta,5,automática,2.0,suv,76000,3595000
peugeot,2015,gris,nafta,5,manual,1.6,hatchback,126000,2266000
toyota,2016,rojo,diésel,4,manual,2.8,pick-up,102000,5750000
jeep,2018,negro,nafta,3,automática,3.6,hatchback,12000,11900000
volkswagen,2020,azul,nafta,5,manual,1.6,suv,29000,4620000
volkswagen,2019,dorado,diésel,4,manual,2.0,pick-up,50341,6800000
renault,2016,plateado,nafta,3,manual,1.6,furgón,50000,2000000
mini,2012,blanco,nafta,2,manual,1.6,hatchback,92881,3770000
audi,2013,negro,nafta,5,manual,2.0,suv,120000,3780000
kia,2018,blanco,nafta,5,automática,2.0,suv,99000,5200000
renault,2021,gris,diésel,4,manual,2.3,pick-up,1500,5150000
ford,2019,gris,nafta,5,automática,1.5,hatchback,28000,2757999
ford,2019,gris,nafta,5,automática,1.5,hatchback,28000,2758000
renault,2022,gris,nafta,5,manual,1.6,furgón,1000,2540000
chevrolet,2018,negro,nafta,5,manual,1.4,hatchback,63000,3720000
volkswagen,2019,plateado,nafta,5,manual,1.6,hatchback,36000,3850000
mercedes-benz,2017,gris,nafta,4,automática,1.8,sedán,69000,7580000
renault,2014,rojo,nafta,4,manual,1.6,sedán,32000,1468000
chevrolet,2018,plateado,nafta,5,manual,1.4,hatchback,60000,3300000
chevrolet,2018,negro,nafta,5,manual,1.4,hatchback,59000,2689900
jeep,2020,gris,nafta,5,manual,2.4,suv,27000,6200000
bmw,2015,blanco,nafta,5,automática,4.4,suv,62500,13980000
audi,2018,gris,nafta,5,automática,1.4,suv,79229,6200000
volkswagen,2019,gris,diésel,4,manual,2.0,pick-up,92000,6610000
hyundai,2018,azul,nafta,5,manual,2.0,suv,68000,5880002
volkswagen,2018,blanco,nafta,4,manual,2.0,sedán,44000,5200000
nissan,2021,gris,nafta,4,automática,1.6,sedán,31000,3349000
audi,2014,negro,nafta,4,automática,2.0,sedán,118000,4400000
jeep,2020,gris,nafta,5,manual,2.4,suv,28000,6200000
volkswagen,2018,gris,nafta,4,automática,1.4,sedán,57000,3970000
peugeot,2018,blanco,nafta,5,automática,1.6,hatchback,21000,3350000
renault,2017,gris,nafta/gnc,3,manual,1.6,furgón,90000,1950000
chevrolet,2016,plateado,diésel,4,manual,2.8,pick-up,155000,4400000
volkswagen,2019,gris,diésel,4,manual,2.0,pick-up,92000,6610000
hyundai,2016,plateado,nafta,5,manual,2.4,suv,70000,5770000
ford,2019,blanco,diésel,4,manual,3.2,pick-up,92000,5890000
audi,2013,gris,nafta,5,automática,2.0,suv,93000,4740000
volkswagen,2015,blanco,diésel,4,automática,2.0,pick-up,115000,4900000
citroën,2019,plateado,diésel,4,manual,1.6,furgón,23000,3380000
fiat,2014,gris,nafta,4,manual,1.6,sedán,186000,1462000
peugeot,2016,negro,nafta,5,manual,1.6,hatchback,74160,2420000
peugeot,2012,rojo,nafta,3,manual,1.4,hatchback,142000,990000
volkswagen,2021,gris,nafta,4,automática,1.4,sedán,1000,5150000
mitsubishi,1999,rojo,diésel,4,automática,2.5,pick-up,300000,2200000
audi,2016,negro,nafta,3,automática,2.0,hatchback,42000,8600000
ford,2017,azul,nafta,5,manual,2.0,hatchback,65148,3200000
alfa romeo,2016,blanco,nafta,5,automática,1.4,hatchback,74000,3700000
kia,2017,gris,nafta,5,manual,2.0,suv,44000,6000000
renault,2021,blanco,nafta,5,automática,1.6,hatchback,1000,2650000
renault,2021,rojo,nafta,5,automática,1.6,hatchback,1000,2750000
peugeot,2018,blanco,nafta,5,manual,1.6,hatchback,21166,3451000
peugeot,2018,gris,nafta,5,manual,1.6,suv,40000,3390000
peugeot,2018,blanco,nafta,5,manual,1.6,hatchback,94000,2859998
jeep,2019,rojo,nafta,5,manual,1.8,suv,23000,4450000
volkswagen,2017,rojo,nafta,5,automática,1.4,hatchback,70000,4590000
citroën,2019,gris,nafta,5,manual,1.5,hatchback,24000,2850000
hyundai,2009,gris,diésel,5,manual,2.2,suv,158000,2650000
renault,2018,gris,nafta,3,manual,1.6,furgón,105000,2450000
jeep,2022,plateado,nafta,5,automática,1.3,suv,1000,8690000
audi,2012,gris,nafta,3,manual,1.4,hatchback,116000,2298000
volkswagen,2016,negro,nafta,5,automática,1.4,hatchback,52700,3599800
volkswagen,2017,azul,diésel,4,automática,2.0,pick-up,63000,6900000
chevrolet,2018,plateado,nafta,5,manual,1.4,hatchback,55000,2348000
jeep,2018,gris,nafta,5,automática,3.6,suv,62000,11980000
chevrolet,2018,plateado,nafta,5,automática,1.8,suv,52000,4150000
audi,2017,azul,nafta,4,manual,2.0,sedán,69000,6780000
bmw,2013,blanco,nafta,5,automática,3.0,suv,65000,11199800
audi,2007,gris,nafta,5,automática,2.0,rural,149000,2200000
chevrolet,2015,plateado,nafta,5,manual,1.8,suv,88000,2700000
citroën,2017,negro,nafta,5,automática,1.6,hatchback,54500,3650000
volkswagen,2021,gris,diésel,4,automática,3.0,pick-up,1000,13500000
jeep,2021,azul,nafta,5,automática,1.8,suv,6800,5800000
toyota,2021,rojo,nafta,3,manual,1.6,coupé,3000,12200000
toyota,2018,marrón,nafta,4,manual,1.8,sedán,85000,3857000
toyota,2016,blanco,nafta,4,manual,1.8,sedán,134000,3239000
audi,2018,azul,nafta,5,automática,2.0,suv,57000,11780000
volkswagen,2018,gris,nafta,4,automática,2.0,sedán,52000,7500000
dodge,2016,negro,nafta,5,automática,2.4,suv,143000,4398000
honda,2009,negro,nafta,5,automática,2.4,hatchback,60000,3500000
hyundai,2017,blanco,nafta,4,automática,2.4,monovolumen,38000,7000000
ram,2016,rojo,diésel,4,automática,6.7,pick-up,28000,14700000
fiat,2017,plateado,nafta,5,manual,1.0,hatchback,74981,1990000
renault,2021,gris,nafta,3,manual,1.6,furgón,500,4345000
audi,2017,blanco,nafta,3,automática,2.0,hatchback,33600,8800000
peugeot,2014,blanco,nafta,3,manual,1.6,hatchback,45000,3500000
chevrolet,2019,gris,diésel,4,manual,2.8,pick-up,105000,6929000
renault,2021,gris,nafta,5,manual,1.0,hatchback,27000,2781000
audi,2010,azul,nafta,4,manual,1.8,sedán,120000,2812000
peugeot,2017,marrón,nafta,5,manual,1.6,suv,58000,2988000
ds,2018,blanco,nafta,3,automática,1.2,cabriolet,25000,4580000
jeep,2019,gris,nafta,5,manual,1.8,suv,45000,4430000
jeep,2019,gris,nafta,5,manual,1.8,suv,49001,4430002
jeep,2019,gris,nafta,5,manual,1.8,suv,49000,4430000
audi,2017,blanco,nafta,5,automática,2.0,hatchback,33000,8800000
volkswagen,2021,blanco,diésel,4,automática,2.0,pick-up,500,8703000
audi,2017,blanco,nafta,3,automática,2.0,hatchback,33521,8800000
ford,2021,negro,nafta,5,manual,1.5,suv,500,4312000
volkswagen,2017,blanco,diésel,4,manual,2.0,pick-up,95000,4879999
ford,2021,blanco,nafta,5,automática,1.5,suv,500,4437000
volkswagen,2018,blanco,diésel,4,automática,3.0,pick-up,88000,9200000
volkswagen,2018,gris,nafta,4,automática,2.0,sedán,53000,7500000
mercedes-benz,2014,blanco,nafta,5,automática,1.6,suv,82000,5000000
bmw,2017,gris,nafta,5,automática,3.0,suv,61200,15198000
ford,2015,gris,nafta,5,automática,2.0,hatchback,90000,2499000
jeep,2019,gris,nafta,5,automática,2.4,suv,40000,7598000
mercedes-benz,2017,gris,nafta,5,automática,1.6,hatchback,29000,12980000
audi,2014,gris,nafta,5,automática,3.0,suv,89000,7700000
volkswagen,2018,gris,nafta,4,automática,2.0,sedán,53000,7500000
jeep,2017,gris,nafta,5,manual,1.8,suv,81000,3862000
volkswagen,2018,gris,nafta,4,automática,2.0,sedán,52300,7500000
toyota,2005,gris,diésel,5,automática,4.2,off-road,350000,5500000
peugeot,2017,negro,nafta,5,manual,1.5,hatchback,61000,2163000
jeep,2019,blanco,nafta,3,automática,3.6,hatchback,21022,13700000
fiat,2018,rojo,nafta,2,automática,1.4,hatchback,37624,4400000
audi,2014,negro,nafta,5,manual,1.4,hatchback,97600,3600000
peugeot,2019,blanco,nafta,5,automática,1.6,hatchback,48000,6160000
audi,2016,negro,nafta,5,automática,1.4,hatchback,90000,4100000
audi,2017,negro,nafta,2,automática,2.0,coupé,24400,13000200
peugeot,2016,gris,diésel,4,manual,1.6,monovolumen,165000,2300000
audi,2020,blanco,nafta,5,manual,1.4,suv,10000,12000000
audi,2014,negro,nafta,5,manual,1.4,hatchback,97333,3600000
volkswagen,2021,gris,nafta,5,manual,1.6,hatchback,1113,3480000
mercedes-benz,2016,gris,nafta,5,automática,1.6,hatchback,45000,5598000
land rover,2015,gris,nafta,5,automática,2.0,suv,74500,8398000
citroën,2017,blanco,nafta,5,automática,1.6,hatchback,70000,2700000
audi,1998,gris,nafta,3,manual,1.8,hatchback,163000,1090000
chery,2011,negro,nafta/gnc,5,manual,2.0,suv,140000,1290000
volkswagen,2019,rojo,nafta,5,manual,1.6,hatchback,58000,3769000
fiat,2021,rojo,nafta,4,manual,1.8,sedán,3000,3149900
renault,2019,blanco,nafta,5,manual,1.6,suv,32000,4136000
chevrolet,2020,gris,nafta,5,automática,1.5,suv,32000,5900000
volkswagen,2021,blanco,nafta,4,automática,1.4,sedán,9000,5200000
volkswagen,2021,blanco,nafta,4,automática,1.4,sedán,9000,5199999
audi,2001,azul,nafta,5,manual,1.8,hatchback,160000,1840000
volkswagen,2020,celeste,nafta,4,automática,1.4,sedán,27000,8998000
citroën,2019,gris,diésel,4,manual,1.6,furgón,23000,3380000
mercedes-benz,2016,gris,nafta,5,automática,2.0,suv,82000,10380000
volkswagen,2020,gris,nafta,5,manual,1.6,suv,19000,5029000
audi,2018,plateado,nafta,4,automática,2.0,sedán,44500,10200000
volkswagen,2017,blanco,diésel,4,automática,2.0,pick-up,152000,5550000
bmw,2012,blanco,nafta,2,manual,2.5,coupé,51000,7000000
volkswagen,2018,negro,diésel,5,automática,3.0,suv,71000,11000000
mercedes-benz,2013,blanco,nafta,4,automática,2.0,sedán,175000,4180000
mini,2012,gris,nafta,2,automática,1.6,hatchback,106000,4180000
audi,2018,plateado,nafta,4,automática,2.0,sedán,44545,10200000
fiat,2021,negro,nafta,4,manual,1.3,sedán,1000,2590000
volkswagen,2020,plateado,nafta,4,manual,1.6,sedán,3000,3800000
volkswagen,2021,gris,nafta,5,automática,1.0,suv,500,6077000
nissan,2021,blanco,nafta,4,manual,1.6,sedán,500,3300000
renault,2021,blanco,diésel,4,automática,2.3,pick-up,500,8340000
volkswagen,2021,gris,diésel,4,manual,2.0,pick-up,500,6490000
land rover,2012,blanco,diésel,5,automática,3.0,suv,198000,7600000
volkswagen,2021,gris,nafta,4,automática,1.4,sedán,111111,5499901
volkswagen,2021,blanco,nafta,4,automática,1.4,sedán,111111,5499902
bmw,2021,negro,nafta,4,manual,2.0,sedán,7000,11780000
renault,2021,marrón,diésel,4,manual,2.3,pick-up,1000,5000000
audi,2018,gris,nafta,3,automática,2.0,hatchback,32000,9980000
volkswagen,2015,blanco,diésel,4,automática,2.0,pick-up,130000,5694000
mercedes-benz,2010,negro,nafta,3,manual,2.5,coupé,84000,3780000
renault,2014,negro,nafta/gnc,4,manual,1.6,sedán,80000,1220000
peugeot,2018,blanco,nafta,5,manual,1.6,suv,62000,3136000
peugeot,1995,rojo,nafta/gnc,4,manual,2.0,sedán,175000,1000000
toyota,2013,blanco,diésel,4,manual,3.0,pick-up,223000,5200000
peugeot,2020,negro,nafta,5,manual,1.6,hatchback,5000,3836948
volkswagen,2017,blanco,nafta,5,manual,1.6,hatchback,65300,3300000
volkswagen,2017,gris,nafta,4,automática,1.4,sedán,71000,4500000
ford,2022,blanco,diésel,3,manual,2.2,pick-up,1000,7995000
jeep,2017,gris,nafta,5,automática,6.4,suv,59000,18400000
honda,2017,negro,nafta,4,automática,2.0,sedán,82000,4800000
jeep,2017,gris,nafta,5,automática,6.4,suv,59000,18400000
volkswagen,2013,blanco,nafta,5,manual,1.4,hatchback,42000,1335000
audi,2017,gris,nafta,5,automática,2.0,suv,68000,8677000
bmw,2008,negro,nafta,4,automática,5.0,sedán,113000,8780000
ford,2017,blanco,nafta,5,manual,1.5,hatchback,63240,2029000
fiat,2014,negro,nafta,4,manual,1.4,sedán,75000,1225000
bmw,2010,negro,nafta,4,automática,3.0,sedán,150000,5000000
fiat,2021,blanco,nafta,3,manual,1.4,furgón,500,3353000
peugeot,2016,negro,nafta,5,manual,1.5,hatchback,74880,1998000
kia,2016,gris,nafta,5,automática secuencial,1.6,suv,93700,3200000
volkswagen,2015,azul,nafta,5,automática,1.4,hatchback,97000,3400000
volkswagen,2015,azul,nafta,5,automática,1.4,hatchback,97000,3400000
fiat,2017,blanco,nafta,3,manual,1.4,furgón,89000,2100000
ford,2018,gris,nafta,5,manual,1.6,sedán,81245,2833000
volkswagen,2018,gris,nafta,5,automática,1.4,rural,78000,4399999
renault,2016,plateado,nafta,5,manual,1.6,hatchback,116000,1810000
mercedes-benz,2013,plateado,nafta,5,manual,1.6,hatchback,87000,3599800
renault,2014,gris,nafta,4,manual,1.6,monovolumen,106300,2180000
renault,2015,gris,nafta,5,manual,1.6,suv,146000,2369000
volkswagen,2018,gris oscuro,nafta,5,automática,1.4,rural,78000,4400000
fiat,2021,rojo,nafta,4,manual,1.8,sedán,1000,3149800
fiat,2021,rojo,nafta,4,manual,1.8,sedán,1000,3149700
citroën,2014,gris,diésel,5,manual,1.6,hatchback,107000,1890000
peugeot,2015,blanco,nafta,5,manual,1.5,hatchback,83235,1957000
mitsubishi,1996,rojo,nafta,2,manual,2.0,coupé,112000,2620000
bmw,2017,azul,nafta,4,automática,3.0,suv,53200,9900000
peugeot,2016,negro,nafta,5,manual,1.5,hatchback,70230,2266000
peugeot,2015,blanco,nafta,5,manual,1.5,hatchback,61795,2256000
renault,2022,azul,híbrido/nafta,4,manual,1.6,suv,900,6000000
audi,2013,plateado,nafta,5,automática,3.0,suv,90000,7800000
fiat,2020,rojo,nafta,4,manual,1.3,sedán,19000,2590008
fiat,2020,rojo,nafta,4,manual,1.3,sedán,19000,2590007
fiat,2020,rojo,nafta,4,manual,1.3,sedán,19000,2590006
ford,2022,blanco,diésel,3,manual,2.2,pick-up,900,7996000
renault,2021,blanco,nafta,3,manual,1.6,furgón,11111,3580000
alfa romeo,2012,rojo,nafta,3,automática,1.4,hatchback,62000,2940000
peugeot,2018,plateado,diésel,5,manual,1.6,hatchback,57500,4300000
mini,2017,rojo,nafta,5,manual,2.0,hatchback,40000,7400000
dodge,2016,gris,nafta,5,automática,2.4,suv,44000,5500000
volkswagen,2016,gris,nafta,5,automática,1.4,hatchback,28000,4700000
audi,2021,blanco,nafta,4,manual,2.0,sedán,1200,15600000
chevrolet,2013,gris,diésel,4,manual,2.8,pick-up,130000,3550000
peugeot,2018,blanco,nafta,5,manual,1.6,hatchback,19300,2950000
chevrolet,2020,blanco,diésel,4,automática,2.8,pick-up,4200,7850000
peugeot,2018,blanco,nafta,5,automática,1.6,hatchback,53373,3540000
renault,2018,blanco,nafta,5,manual,2.0,suv,39000,3578900
volkswagen,2015,gris,nafta,5,manual,1.4,hatchback,138000,3500000
renault,2014,plateado,nafta,5,manual,1.6,suv,100000,2050000
ford,2018,plateado,nafta,4,automática,2.0,sedán,49000,5480000
hyundai,2011,gris,nafta,5,manual,2.0,suv,115000,2600000
peugeot,2016,blanco,diésel,4,manual,1.6,sedán,115000,2650000
audi,2021,blanco,nafta,5,automática,3.0,suv,1000,33740000
peugeot,2016,rojo,nafta,5,automática,1.6,hatchback,60000,2600000
volkswagen,2011,negro,nafta,5,manual,1.6,monovolumen,122000,1450000
toyota,2017,negro,nafta,4,automática,1.8,sedán,43000,4000000
ford,2015,blanco,diésel,4,automática,3.2,pick-up,125000,4400000
renault,2011,blanco,nafta,5,manual,1.2,hatchback,117000,1199000
renault,2017,blanco,nafta,4,manual,2.0,suv,70000,3480000
peugeot,2013,blanco,diésel,3,manual,1.6,furgón,130000,1580000
chevrolet,2016,marrón,nafta,4,automática,1.8,sedán,95000,2090000
volkswagen,2013,gris,nafta,3,manual,1.6,hatchback,81000,1600000
ford,2021,gris,diésel,4,automática,3.2,pick-up,15000,10180000
volkswagen,2020,blanco,nafta,4,automática,1.6,sedán,50000,3550000
toyota,2015,blanco,nafta,4,automática,1.8,sedán,130000,2800000
ford,2017,gris,nafta,4,manual,1.6,sedán,38500,3200000
toyota,2019,blanco,diésel,4,manual,2.4,pick-up,84000,6200000
honda,2009,negro,nafta,5,automática,2.4,suv,200000,2350000
audi,2012,azul,nafta,3,manual,1.4,hatchback,60000,2800000
peugeot,2014,rojo,nafta,5,manual,1.5,hatchback,81000,1765000
volkswagen,2011,negro,nafta,4,manual,2.5,sedán,137000,2270000
peugeot,2017,blanco,nafta,5,manual,1.6,suv,155000,2850000
nissan,2021,plateado,diésel,4,automática,2.3,pick-up,980,8060000
audi,2018,blanco,nafta,4,manual,2.0,sedán,25000,8800000
audi,2021,blanco,nafta,5,automática,1.4,suv,600,13000000
audi,2021,blanco,nafta,3,automática,1.4,hatchback,1000,7840000
nissan,2016,azul,nafta,4,manual,1.6,sedán,91000,1850000
toyota,2014,gris,nafta,4,automática,1.8,sedán,128000,2490000
renault,2015,gris,nafta,4,manual,2.0,sedán,84500,2100000
peugeot,2020,plateado,nafta,5,manual,1.6,hatchback,9900,3350000
bmw,2013,negro,nafta,5,automática,2.0,suv,98399,5380000
chevrolet,2017,rojo,nafta,5,manual,1.4,hatchback,63000,2400000
renault,2017,plateado,nafta,5,manual,2.0,suv,61000,3250000
renault,2017,blanco,nafta,4,manual,2.0,suv,73000,3500000
renault,2017,blanco,nafta,4,manual,2.0,suv,70000,3500000
volkswagen,2009,verde,nafta,5,manual,1.6,rural,150000,890000
chevrolet,2015,negro,nafta,5,manual,1.8,hatchback,82000,2350000
volkswagen,2020,blanco,nafta,5,automática,1.0,suv,12856,6050000
ford,2012,blanco,nafta,4,manual,1.6,sedán,150000,1500000
volkswagen,2016,negro,nafta,4,manual,2.5,sedán,80000,3287999
volkswagen,2016,negro,nafta,4,manual,2.5,sedán,80000,3288000
volkswagen,2018,negro,nafta,5,manual,1.6,hatchback,70000,1970000
volkswagen,2010,negro,nafta,4,automática,1.8,sedán,106000,1880000
audi,2021,azul,nafta,5,automática,1.0,hatchback,999,7980000
honda,2017,blanco,nafta,5,automática,1.8,suv,58000,4700500
chevrolet,2013,negro,nafta,4,manual,1.8,sedán,120000,1770000
citroën,2018,blanco,nafta,5,automática,1.2,suv,59000,3750000
peugeot,2017,gris,diésel,4,manual,1.6,sedán,77000,3150000
mercedes-benz,2016,negro,nafta,5,automática,2.0,suv,66000,12000000
ford,2017,plateado,nafta,5,manual,2.0,hatchback,48000,2900000
volkswagen,2016,blanco,nafta,4,automática,1.6,hatchback,89000,2850000
peugeot,2011,plateado,diésel,4,manual,1.6,sedán,60000,2230000
volkswagen,2013,gris,nafta,4,automática,2.0,sedán,85000,2750000
volkswagen,2019,gris,nafta,3,manual,1.4,hatchback,30000,4500000
renault,2013,verde,nafta,5,manual,1.6,suv,84669,1890000
bmw,2016,negro,nafta,5,manual,1.6,hatchback,49800,6199800
volkswagen,2016,azul,nafta,5,automática,1.4,hatchback,155000,3550000
volkswagen,2016,blanco,nafta,4,manual,2.0,sedán,146000,4380000
citroã«n,2010,gris,nafta,5,manual,1.6,hatchback,147100,1350000
volkswagen,2015,blanco,nafta,5,manual,1.6,monovolumen,80000,2250000
fiat,2013,blanco,nafta,3,manual,1.4,hatchback,89000,2100000
peugeot,2014,plateado,nafta,5,manual,1.6,hatchback,116000,1950000
ford,2015,rojo,nafta,5,manual,2.0,hatchback,80000,3150000
ram,2014,plateado,nafta,4,automática,5.7,pick-up,99185,6600000
ford,2013,negro,nafta,3,manual,1.0,hatchback,40000,1420000
jeep,2018,blanco,nafta,5,automática,1.8,suv,24000,4650000
fiat,2017,blanco,nafta,5,manual,1.0,hatchback,60000,1980000
fiat,2010,gris,nafta,5,manual,1.4,rural,156000,1150000
volkswagen,2014,blanco,nafta,5,manual,1.6,monovolumen,95000,1950000
renault,2015,gris,nafta,4,manual,1.6,sedán,80000,1550000
chevrolet,2016,blanco,nafta,4,manual,1.4,sedán,87000,2990000
chevrolet,2015,plateado,nafta,5,manual,1.8,suv,100000,2650000
volkswagen,2018,blanco,nafta,5,automática,1.4,suv,109000,6270000
bmw,2011,negro,nafta,4,manual,2.5,sedán,150000,3265000
volkswagen,2013,plateado,nafta,4,automática,1.8,sedán,64000,2700000
renault,2018,rojo,nafta,3,manual,1.6,furgón,65000,1650000
chevrolet,2021,blanco,nafta,5,automática,1.2,suv,11500,5500000
volkswagen,2017,negro,nafta,4,manual,1.4,sedán,83122,3999999
citroën,2018,blanco,nafta,5,automática,1.2,suv,59000,3750000
ford,2021,gris,diésel,4,automática,3.2,pick-up,9325,8950000
bmw,2017,blanco,nafta,5,automática,3.0,suv,15000,19000000
ford,2020,blanco,nafta,4,automática,5.0,pick-up,38600,14000000
renault,2015,marrón,nafta,5,manual,1.6,suv,80000,2390000
honda,2011,gris,nafta,4,manual,1.5,sedán,187000,1885000
honda,2019,blanco,nafta,5,automática,1.8,suv,55000,6099000
volkswagen,2016,azul,nafta,5,manual,1.6,monovolumen,60000,2240000
renault,2019,gris,nafta,5,manual,1.6,hatchback,13000,2807300
toyota,2017,plateado,diésel,5,automática,2.8,suv,271900,7300000
chevrolet,2017,blanco,nafta,5,manual,1.4,hatchback,57000,3450000
volkswagen,2018,blanco,diésel,4,automática,2.0,pick-up,80000,5800000
jeep,2012,negro,nafta,5,automática,3.6,suv,130000,5120000
chevrolet,2015,plateado,nafta,5,manual,1.8,suv,95000,2850000
peugeot,2020,blanco,nafta,5,manual,1.6,hatchback,45000,3490000
chevrolet,2018,verde,nafta,5,manual,1.4,hatchback,48700,3300000
volkswagen,2021,blanco,nafta,5,automática,1.6,hatchback,11540,2500000
peugeot,2017,plateado,nafta,5,manual,1.6,hatchback,42000,2950000
volkswagen,2017,azul,nafta,4,automática,1.4,sedán,60000,4090000
chevrolet,2016,plateado,nafta,4,manual,1.4,sedán,60000,2890000
chevrolet,2017,blanco,nafta,5,automática,1.8,suv,70400,4300000
renault,2017,blanco,nafta,5,manual,2.0,suv,50000,3330000
citroën,2017,blanco,diésel,4,manual,1.6,furgón,85000,2330000
mercedes-benz,2013,blanco,nafta,5,automática,1.6,monovolumen,100000,3290000
chevrolet,2016,plateado,nafta,4,manual,1.4,sedán,77000,1500000
toyota,2016,blanco,diésel,4,manual,2.8,pick-up,112000,4800000
ford,2018,negro,nafta,5,manual,1.5,suv,45000,3600000
bmw,2014,gris,nafta,5,automática,2.0,suv,105000,4600000
peugeot,2009,gris,diésel,4,manual,1.9,sedán,138000,1098000
peugeot,2021,azul,nafta,5,automática,1.6,hatchback,5000,5100000
chevrolet,2019,blanco,nafta/gnc,4,manual,1.4,sedán,45000,2250000
volkswagen,2018,blanco,nafta,4,automática,1.4,sedán,106000,4350000
nissan,2020,gris,diésel,4,automática,2.3,pick-up,24900,7200000
peugeot,2013,negro,nafta,5,automática,1.6,monovolumen,135000,1999999
volkswagen,2015,blanco,nafta,5,automática,1.4,hatchback,100000,3350000
mercedes-benz,2015,blanco,diésel,2,automática,1.6,furgón,260000,3375000
volkswagen,2017,blanco,nafta,3,manual,1.6,hatchback,52560,2450000
renault,2019,blanco,nafta,5,manual,1.0,hatchback,16700,2400000
citroën,2011,gris,diésel,5,manual,1.6,monovolumen,132000,1788000
chevrolet,2013,negro,nafta,5,manual,1.8,hatchback,68000,2350000
volkswagen,2017,azul,nafta,5,manual,1.6,hatchback,37000,2400000
chevrolet,2013,negro,nafta,2,manual,6.2,coupé,8200,11780000
volkswagen,2009,azul marino,diésel,5,manual,1.9,hatchback,198400,1350000
peugeot,2019,blanco,diésel,3,manual,1.6,furgón,32000,5390000
citroën,2018,blanco,diésel,4,manual,1.6,sedán,90000,2980000
ford,2015,blanco,nafta,5,manual,1.6,hatchback,75300,2018900
toyota,2018,blanco,híbrido/nafta,4,automática,1.8,hatchback,58700,4190000
toyota,2020,plateado,nafta,5,automática,1.5,hatchback,18000,3350000
chevrolet,2016,gris,nafta,5,manual,2.4,suv,104000,3450000
chevrolet,2011,gris,diésel,4,manual,2.8,pick-up,140000,2500000
volkswagen,2014,gris,nafta,5,manual,1.6,monovolumen,121500,1850000
volkswagen,2011,blanco,nafta,5,manual,1.4,hatchback,130000,770000
